best_metric,data_fraction,final_metric,head_lr,method,method_group,metric_name,module_lr,num_epochs_recorded,output_dir,rank,results_path,run_id,seed,task
0.8872549019607843,1.0,0.8725490196078431,0.0003,kasa,kasa,accuracy,0.0003,20,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa/mrpc_lr3e-4_s42,8,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa/mrpc_lr3e-4_s42/results.json,mrpc_lr3e-4_s42,42,mrpc
0.7870036101083032,1.0,0.7689530685920578,0.001,kasa,kasa,accuracy,0.001,20,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa/rte_lr1e-3_s0,8,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa/rte_lr1e-3_s0/results.json,rte_lr1e-3_s0,0,rte
0.7689530685920578,1.0,0.7545126353790613,0.001,kasa,kasa,accuracy,0.001,20,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa/rte_lr1e-3_s123,8,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa/rte_lr1e-3_s123/results.json,rte_lr1e-3_s123,123,rte
0.7833935018050542,1.0,0.7725631768953068,0.001,kasa,kasa,accuracy,0.001,20,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa/rte_lr1e-3_s42,8,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa/rte_lr1e-3_s42/results.json,rte_lr1e-3_s42,42,rte
0.7328519855595668,1.0,0.7184115523465704,0.0001,kasa,kasa,accuracy,0.0001,20,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa/rte_lr1e-4_s0,8,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa/rte_lr1e-4_s0/results.json,rte_lr1e-4_s0,0,rte
0.7292418772563177,1.0,0.7220216606498195,0.0001,kasa,kasa,accuracy,0.0001,20,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa/rte_lr1e-4_s123,8,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa/rte_lr1e-4_s123/results.json,rte_lr1e-4_s123,123,rte
0.7364620938628159,1.0,0.7256317689530686,0.0001,kasa,kasa,accuracy,0.0001,20,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa/rte_lr1e-4_s42,8,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa/rte_lr1e-4_s42/results.json,rte_lr1e-4_s42,42,rte
0.5270758122743683,1.0,0.5270758122743683,0.003,kasa,kasa,accuracy,0.003,20,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa/rte_lr3e-3_s0,8,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa/rte_lr3e-3_s0/results.json,rte_lr3e-3_s0,0,rte
0.6462093862815884,1.0,0.5270758122743683,0.003,kasa,kasa,accuracy,0.003,20,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa/rte_lr3e-3_s123,8,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa/rte_lr3e-3_s123/results.json,rte_lr3e-3_s123,123,rte
0.5270758122743683,1.0,0.5270758122743683,0.003,kasa,kasa,accuracy,0.003,20,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa/rte_lr3e-3_s42,8,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa/rte_lr3e-3_s42/results.json,rte_lr3e-3_s42,42,rte
0.7725631768953068,1.0,0.7509025270758123,0.0003,kasa,kasa,accuracy,0.0003,20,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa/rte_lr3e-4_s0,8,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa/rte_lr3e-4_s0/results.json,rte_lr3e-4_s0,0,rte
0.7725631768953068,1.0,0.7364620938628159,0.0003,kasa,kasa,accuracy,0.0003,20,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa/rte_lr3e-4_s123,8,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa/rte_lr3e-4_s123/results.json,rte_lr3e-4_s123,123,rte
0.776173285198556,1.0,0.7653429602888087,0.0003,kasa,kasa,accuracy,0.0003,20,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa/rte_lr3e-4_s42,8,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa/rte_lr3e-4_s42/results.json,rte_lr3e-4_s42,42,rte
0.9438073394495413,1.0,0.9403669724770642,0.001,kasa,kasa,accuracy,0.001,20,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa/sst2_lr1e-3_s0,8,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa/sst2_lr1e-3_s0/results.json,sst2_lr1e-3_s0,0,sst2
0.9461009174311926,1.0,0.9403669724770642,0.001,kasa,kasa,accuracy,0.001,20,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa/sst2_lr1e-3_s123,8,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa/sst2_lr1e-3_s123/results.json,sst2_lr1e-3_s123,123,sst2
0.9403669724770642,1.0,0.9403669724770642,0.001,kasa,kasa,accuracy,0.001,20,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa/sst2_lr1e-3_s42,8,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa/sst2_lr1e-3_s42/results.json,sst2_lr1e-3_s42,42,sst2
0.9472477064220184,1.0,0.9461009174311926,0.0001,kasa,kasa,accuracy,0.0001,20,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa/sst2_lr1e-4_s0,8,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa/sst2_lr1e-4_s0/results.json,sst2_lr1e-4_s0,0,sst2
0.9472477064220184,1.0,0.944954128440367,0.0001,kasa,kasa,accuracy,0.0001,20,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa/sst2_lr1e-4_s123,8,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa/sst2_lr1e-4_s123/results.json,sst2_lr1e-4_s123,123,sst2
0.9403669724770642,1.0,0.9392201834862385,0.0001,kasa,kasa,accuracy,0.0001,20,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa/sst2_lr1e-4_s42,8,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa/sst2_lr1e-4_s42/results.json,sst2_lr1e-4_s42,42,sst2
0.9438073394495413,1.0,0.9392201834862385,0.003,kasa,kasa,accuracy,0.003,20,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa/sst2_lr3e-3_s0,8,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa/sst2_lr3e-3_s0/results.json,sst2_lr3e-3_s0,0,sst2
0.948394495412844,1.0,0.9461009174311926,0.003,kasa,kasa,accuracy,0.003,20,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa/sst2_lr3e-3_s123,8,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa/sst2_lr3e-3_s123/results.json,sst2_lr3e-3_s123,123,sst2
0.9392201834862385,1.0,0.9346330275229358,0.003,kasa,kasa,accuracy,0.003,20,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa/sst2_lr3e-3_s42,8,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa/sst2_lr3e-3_s42/results.json,sst2_lr3e-3_s42,42,sst2
0.9495412844036697,1.0,0.9415137614678899,0.0003,kasa,kasa,accuracy,0.0003,20,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa/sst2_lr3e-4_s0,8,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa/sst2_lr3e-4_s0/results.json,sst2_lr3e-4_s0,0,sst2
0.9426605504587156,1.0,0.9415137614678899,0.0003,kasa,kasa,accuracy,0.0003,20,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa/sst2_lr3e-4_s123,8,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa/sst2_lr3e-4_s123/results.json,sst2_lr3e-4_s123,123,sst2
0.9392201834862385,1.0,0.9346330275229358,0.0003,kasa,kasa,accuracy,0.0003,20,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa/sst2_lr3e-4_s42,8,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa/sst2_lr3e-4_s42/results.json,sst2_lr3e-4_s42,42,sst2
0.6561372224507469,1.0,0.638254769958794,0.001,kasa,kasa_noaux,matthews_correlation,0.001,20,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa_noaux/cola_lr1e-3_s0,8,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa_noaux/cola_lr1e-3_s0/results.json,cola_lr1e-3_s0,0,cola
0.6283219912268083,1.0,0.6207194911624668,0.001,kasa,kasa_noaux,matthews_correlation,0.001,20,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa_noaux/cola_lr1e-3_s123,8,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa_noaux/cola_lr1e-3_s123/results.json,cola_lr1e-3_s123,123,cola
0.626776383649667,1.0,0.6108743288323454,0.001,kasa,kasa_noaux,matthews_correlation,0.001,20,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa_noaux/cola_lr1e-3_s42,8,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa_noaux/cola_lr1e-3_s42/results.json,cola_lr1e-3_s42,42,cola
0.5920081056690502,1.0,0.5753593483598531,0.0001,kasa,kasa_noaux,matthews_correlation,0.0001,20,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa_noaux/cola_lr1e-4_s0,8,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa_noaux/cola_lr1e-4_s0/results.json,cola_lr1e-4_s0,0,cola
0.5782027446370238,1.0,0.5577353353156735,0.0001,kasa,kasa_noaux,matthews_correlation,0.0001,20,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa_noaux/cola_lr1e-4_s123,8,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa_noaux/cola_lr1e-4_s123/results.json,cola_lr1e-4_s123,123,cola
0.6051710504644556,1.0,0.5831040124744803,0.0001,kasa,kasa_noaux,matthews_correlation,0.0001,20,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa_noaux/cola_lr1e-4_s42,8,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa_noaux/cola_lr1e-4_s42/results.json,cola_lr1e-4_s42,42,cola
0.4612449726432839,1.0,0.0,0.003,kasa,kasa_noaux,matthews_correlation,0.003,20,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa_noaux/cola_lr3e-3_s0,8,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa_noaux/cola_lr3e-3_s0/results.json,cola_lr3e-3_s0,0,cola
0.5290831606897504,1.0,0.0,0.003,kasa,kasa_noaux,matthews_correlation,0.003,20,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa_noaux/cola_lr3e-3_s123,8,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa_noaux/cola_lr3e-3_s123/results.json,cola_lr3e-3_s123,123,cola
0.0,1.0,0.0,0.003,kasa,kasa_noaux,matthews_correlation,0.003,20,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa_noaux/cola_lr3e-3_s42,8,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa_noaux/cola_lr3e-3_s42/results.json,cola_lr3e-3_s42,42,cola
0.6158197390467447,1.0,0.6083707756603041,0.0003,kasa,kasa_noaux,matthews_correlation,0.0003,20,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa_noaux/cola_lr3e-4_s0,8,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa_noaux/cola_lr3e-4_s0/results.json,cola_lr3e-4_s0,0,cola
0.6159937744560633,1.0,0.5879831868448624,0.0003,kasa,kasa_noaux,matthews_correlation,0.0003,20,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa_noaux/cola_lr3e-4_s123,8,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa_noaux/cola_lr3e-4_s123/results.json,cola_lr3e-4_s123,123,cola
0.6254172409332224,1.0,0.5931314229261737,0.0003,kasa,kasa_noaux,matthews_correlation,0.0003,20,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa_noaux/cola_lr3e-4_s42,8,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa_noaux/cola_lr3e-4_s42/results.json,cola_lr3e-4_s42,42,cola
0.8995098039215687,1.0,0.8872549019607843,0.001,kasa,kasa_noaux,accuracy,0.001,20,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa_noaux/mrpc_lr1e-3_s0,8,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa_noaux/mrpc_lr1e-3_s0/results.json,mrpc_lr1e-3_s0,0,mrpc
0.9019607843137255,1.0,0.8970588235294118,0.001,kasa,kasa_noaux,accuracy,0.001,20,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa_noaux/mrpc_lr1e-3_s123,8,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa_noaux/mrpc_lr1e-3_s123/results.json,mrpc_lr1e-3_s123,123,mrpc
0.9019607843137255,1.0,0.8946078431372549,0.001,kasa,kasa_noaux,accuracy,0.001,20,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa_noaux/mrpc_lr1e-3_s42,8,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa_noaux/mrpc_lr1e-3_s42/results.json,mrpc_lr1e-3_s42,42,mrpc
0.8651960784313726,1.0,0.8602941176470589,0.0001,kasa,kasa_noaux,accuracy,0.0001,20,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa_noaux/mrpc_lr1e-4_s0,8,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa_noaux/mrpc_lr1e-4_s0/results.json,mrpc_lr1e-4_s0,0,mrpc
0.8799019607843137,1.0,0.8799019607843137,0.0001,kasa,kasa_noaux,accuracy,0.0001,20,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa_noaux/mrpc_lr1e-4_s123,8,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa_noaux/mrpc_lr1e-4_s123/results.json,mrpc_lr1e-4_s123,123,mrpc
0.8700980392156863,1.0,0.8504901960784313,0.0001,kasa,kasa_noaux,accuracy,0.0001,20,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa_noaux/mrpc_lr1e-4_s42,8,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa_noaux/mrpc_lr1e-4_s42/results.json,mrpc_lr1e-4_s42,42,mrpc
0.7720588235294118,1.0,0.6838235294117647,0.003,kasa,kasa_noaux,accuracy,0.003,20,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa_noaux/mrpc_lr3e-3_s0,8,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa_noaux/mrpc_lr3e-3_s0/results.json,mrpc_lr3e-3_s0,0,mrpc
0.7401960784313726,1.0,0.6838235294117647,0.003,kasa,kasa_noaux,accuracy,0.003,20,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa_noaux/mrpc_lr3e-3_s123,8,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa_noaux/mrpc_lr3e-3_s123/results.json,mrpc_lr3e-3_s123,123,mrpc
0.8406862745098039,1.0,0.6838235294117647,0.003,kasa,kasa_noaux,accuracy,0.003,20,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa_noaux/mrpc_lr3e-3_s42,8,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa_noaux/mrpc_lr3e-3_s42/results.json,mrpc_lr3e-3_s42,42,mrpc
0.8921568627450981,1.0,0.8799019607843137,0.0003,kasa,kasa_noaux,accuracy,0.0003,20,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa_noaux/mrpc_lr3e-4_s0,8,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa_noaux/mrpc_lr3e-4_s0/results.json,mrpc_lr3e-4_s0,0,mrpc
0.8946078431372549,1.0,0.8897058823529411,0.0003,kasa,kasa_noaux,accuracy,0.0003,20,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa_noaux/mrpc_lr3e-4_s123,8,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa_noaux/mrpc_lr3e-4_s123/results.json,mrpc_lr3e-4_s123,123,mrpc
0.8823529411764706,1.0,0.8627450980392157,0.0003,kasa,kasa_noaux,accuracy,0.0003,20,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa_noaux/mrpc_lr3e-4_s42,8,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa_noaux/mrpc_lr3e-4_s42/results.json,mrpc_lr3e-4_s42,42,mrpc
0.7833935018050542,1.0,0.7689530685920578,0.001,kasa,kasa_noaux,accuracy,0.001,20,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa_noaux/rte_lr1e-3_s0,8,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa_noaux/rte_lr1e-3_s0/results.json,rte_lr1e-3_s0,0,rte
0.5270758122743683,1.0,0.5270758122743683,0.001,kasa,kasa_noaux,accuracy,0.001,20,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa_noaux/rte_lr1e-3_s123,8,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa_noaux/rte_lr1e-3_s123/results.json,rte_lr1e-3_s123,123,rte
0.776173285198556,1.0,0.7725631768953068,0.001,kasa,kasa_noaux,accuracy,0.001,20,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa_noaux/rte_lr1e-3_s42,8,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa_noaux/rte_lr1e-3_s42/results.json,rte_lr1e-3_s42,42,rte
0.7364620938628159,1.0,0.7292418772563177,0.0001,kasa,kasa_noaux,accuracy,0.0001,20,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa_noaux/rte_lr1e-4_s0,8,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa_noaux/rte_lr1e-4_s0/results.json,rte_lr1e-4_s0,0,rte
0.7364620938628159,1.0,0.7292418772563177,0.0001,kasa,kasa_noaux,accuracy,0.0001,20,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa_noaux/rte_lr1e-4_s123,8,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa_noaux/rte_lr1e-4_s123/results.json,rte_lr1e-4_s123,123,rte
0.740072202166065,1.0,0.7328519855595668,0.0001,kasa,kasa_noaux,accuracy,0.0001,20,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa_noaux/rte_lr1e-4_s42,8,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa_noaux/rte_lr1e-4_s42/results.json,rte_lr1e-4_s42,42,rte
0.5270758122743683,1.0,0.5270758122743683,0.003,kasa,kasa_noaux,accuracy,0.003,20,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa_noaux/rte_lr3e-3_s0,8,outputs/kasa_mechanistic/full/exp3_weighted_rank_ablation/kasa_noaux/rte_lr3e-3_s0/results.json,rte_lr3e-3_s0,0,rte
